категория,подкатегория,марка,название,описание,диаметр,цена,единица,в_наличии,рейтинг,отзывы,фото,ключевые_слова,spec_Марка,spec_Размер,spec_ГОСТ,spec_Единица
Детали трубопроводов,Отводы стальные,Отвод стальной шовный без покрытия,Отводы стальные 15 Отвод стальной шовный без покрытия,"Отводы стальные марки Отвод стальной шовный без покрытия, размер 15",15,37,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный без покрытия;15,Отвод стальной шовный без покрытия,15,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный без покрытия,Отводы стальные 20 Отвод стальной шовный без покрытия,"Отводы стальные марки Отвод стальной шовный без покрытия, размер 20",20,44,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный без покрытия;20,Отвод стальной шовный без покрытия,20,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный без покрытия,Отводы стальные 20 Отвод стальной шовный без покрытия,"Отводы стальные марки Отвод стальной шовный без покрытия, размер 20",20,445,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный без покрытия;20,Отвод стальной шовный без покрытия,20,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный без покрытия,Отводы стальные 20 Отвод стальной шовный без покрытия,"Отводы стальные марки Отвод стальной шовный без покрытия, размер 20",20,58,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный без покрытия;20,Отвод стальной шовный без покрытия,20,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный без покрытия,Отводы стальные 25 Отвод стальной шовный без покрытия,"Отводы стальные марки Отвод стальной шовный без покрытия, размер 25",25,119,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный без покрытия;25,Отвод стальной шовный без покрытия,25,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный без покрытия,Отводы стальные 25 Отвод стальной шовный без покрытия,"Отводы стальные марки Отвод стальной шовный без покрытия, размер 25",25,120,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный без покрытия;25,Отвод стальной шовный без покрытия,25,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный без покрытия,Отводы стальные 25 Отвод стальной шовный без покрытия,"Отводы стальные марки Отвод стальной шовный без покрытия, размер 25",25,82,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный без покрытия;25,Отвод стальной шовный без покрытия,25,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный без покрытия,Отводы стальные 32 Отвод стальной шовный без покрытия,"Отводы стальные марки Отвод стальной шовный без покрытия, размер 32",32,158,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный без покрытия;32,Отвод стальной шовный без покрытия,32,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный без покрытия,Отводы стальные 32 Отвод стальной шовный без покрытия,"Отводы стальные марки Отвод стальной шовный без покрытия, размер 32",32,189,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный без покрытия;32,Отвод стальной шовный без покрытия,32,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный без покрытия,Отводы стальные 32 Отвод стальной шовный без покрытия,"Отводы стальные марки Отвод стальной шовный без покрытия, размер 32",32,191,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный без покрытия;32,Отвод стальной шовный без покрытия,32,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный без покрытия,Отводы стальные 40 Отвод стальной шовный без покрытия,"Отводы стальные марки Отвод стальной шовный без покрытия, размер 40",40,220,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный без покрытия;40,Отвод стальной шовный без покрытия,40,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный без покрытия,Отводы стальные 40 Отвод стальной шовный без покрытия,"Отводы стальные марки Отвод стальной шовный без покрытия, размер 40",40,226,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный без покрытия;40,Отвод стальной шовный без покрытия,40,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный без покрытия,Отводы стальные 40 Отвод стальной шовный без покрытия,"Отводы стальные марки Отвод стальной шовный без покрытия, размер 40",40,322,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный без покрытия;40,Отвод стальной шовный без покрытия,40,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный без покрытия,Отводы стальные 50 Отвод стальной шовный без покрытия,"Отводы стальные марки Отвод стальной шовный без покрытия, размер 50",50,425,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный без покрытия;50,Отвод стальной шовный без покрытия,50,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 15 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 15",15,0,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;15,Отвод стальной шовный оцинкованный,15,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 15 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 15",15,35,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;15,Отвод стальной шовный оцинкованный,15,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 15 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 15",15,50,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;15,Отвод стальной шовный оцинкованный,15,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 15 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 15",15,52,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;15,Отвод стальной шовный оцинкованный,15,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 20 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 20",20,57,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;20,Отвод стальной шовный оцинкованный,20,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 20 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 20",20,79,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;20,Отвод стальной шовный оцинкованный,20,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 20 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 20",20,80,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;20,Отвод стальной шовный оцинкованный,20,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 25 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 25",25,166,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;25,Отвод стальной шовный оцинкованный,25,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 25 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 25",25,185,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;25,Отвод стальной шовный оцинкованный,25,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 25 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 25",25,80,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;25,Отвод стальной шовный оцинкованный,25,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 32 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 32",32,245,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;32,Отвод стальной шовный оцинкованный,32,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 32 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 32",32,247,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;32,Отвод стальной шовный оцинкованный,32,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 32 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 32",32,280,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;32,Отвод стальной шовный оцинкованный,32,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 40 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 40",40,377,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;40,Отвод стальной шовный оцинкованный,40,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 40 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 40",40,423,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;40,Отвод стальной шовный оцинкованный,40,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 40 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 40",40,427,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;40,Отвод стальной шовный оцинкованный,40,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 50 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 50",50,633,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;50,Отвод стальной шовный оцинкованный,50,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 50 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 50",50,640,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;50,Отвод стальной шовный оцинкованный,50,,шт
Детали трубопроводов,Отводы стальные,Отвод стальной шовный оцинкованный,Отводы стальные 50 Отвод стальной шовный оцинкованный,"Отводы стальные марки Отвод стальной шовный оцинкованный, размер 50",50,817,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/INZHENERNYE_SISTEMY/OTVODY_STALNYE/img.jpg,качественные стали;отводы стальные;отвод стальной шовный оцинкованный;50,Отвод стальной шовный оцинкованный,50,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн без покрытия,Тройники стальные 57 Тройник стальной переходной Дн без покрытия,"Тройники стальные марки Тройник стальной переходной Дн без покрытия, размер 57",57,265,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн без покрытия;57,Тройник стальной переходной Дн без покрытия,57,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн без покрытия,Тройники стальные 76 Тройник стальной переходной Дн без покрытия,"Тройники стальные марки Тройник стальной переходной Дн без покрытия, размер 76",76,490,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн без покрытия;76,Тройник стальной переходной Дн без покрытия,76,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн без покрытия,Тройники стальные 76 Тройник стальной переходной Дн без покрытия,"Тройники стальные марки Тройник стальной переходной Дн без покрытия, размер 76",76,509,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн без покрытия;76,Тройник стальной переходной Дн без покрытия,76,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн без покрытия,Тройники стальные 89 Тройник стальной переходной Дн без покрытия,"Тройники стальные марки Тройник стальной переходной Дн без покрытия, размер 89",89,619,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн без покрытия;89,Тройник стальной переходной Дн без покрытия,89,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн без покрытия,Тройники стальные 89 Тройник стальной переходной Дн без покрытия,"Тройники стальные марки Тройник стальной переходной Дн без покрытия, размер 89",89,637,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн без покрытия;89,Тройник стальной переходной Дн без покрытия,89,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн без покрытия,Тройники стальные 108 Тройник стальной переходной Дн без покрытия,"Тройники стальные марки Тройник стальной переходной Дн без покрытия, размер 108",108,890,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн без покрытия;108,Тройник стальной переходной Дн без покрытия,108,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн без покрытия,Тройники стальные 108 Тройник стальной переходной Дн без покрытия,"Тройники стальные марки Тройник стальной переходной Дн без покрытия, размер 108",108,899,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн без покрытия;108,Тройник стальной переходной Дн без покрытия,108,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн без покрытия,Тройники стальные 108 Тройник стальной переходной Дн без покрытия,"Тройники стальные марки Тройник стальной переходной Дн без покрытия, размер 108",108,970,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн без покрытия;108,Тройник стальной переходной Дн без покрытия,108,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн без покрытия,Тройники стальные 133 Тройник стальной переходной Дн без покрытия,"Тройники стальные марки Тройник стальной переходной Дн без покрытия, размер 133",133,1625,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн без покрытия;133,Тройник стальной переходной Дн без покрытия,133,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн без покрытия,Тройники стальные 159 Тройник стальной переходной Дн без покрытия,"Тройники стальные марки Тройник стальной переходной Дн без покрытия, размер 159",159,2099,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн без покрытия;159,Тройник стальной переходной Дн без покрытия,159,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн без покрытия,Тройники стальные 219 Тройник стальной переходной Дн без покрытия,"Тройники стальные марки Тройник стальной переходной Дн без покрытия, размер 219",219,4420,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн без покрытия;219,Тройник стальной переходной Дн без покрытия,219,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн без покрытия,Тройники стальные 219 Тройник стальной переходной Дн без покрытия,"Тройники стальные марки Тройник стальной переходной Дн без покрытия, размер 219",219,4750,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн без покрытия;219,Тройник стальной переходной Дн без покрытия,219,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн без покрытия,Тройники стальные 219 Тройник стальной переходной Дн без покрытия,"Тройники стальные марки Тройник стальной переходной Дн без покрытия, размер 219",219,4978,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн без покрытия;219,Тройник стальной переходной Дн без покрытия,219,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн оцинкованный,Тройники стальные 57 Тройник стальной переходной Дн оцинкованный,"Тройники стальные марки Тройник стальной переходной Дн оцинкованный, размер 57",57,307,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн оцинкованный;57,Тройник стальной переходной Дн оцинкованный,57,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн оцинкованный,Тройники стальные 76 Тройник стальной переходной Дн оцинкованный,"Тройники стальные марки Тройник стальной переходной Дн оцинкованный, размер 76",76,570,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн оцинкованный;76,Тройник стальной переходной Дн оцинкованный,76,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн оцинкованный,Тройники стальные 76 Тройник стальной переходной Дн оцинкованный,"Тройники стальные марки Тройник стальной переходной Дн оцинкованный, размер 76",76,625,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн оцинкованный;76,Тройник стальной переходной Дн оцинкованный,76,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн оцинкованный,Тройники стальные 89 Тройник стальной переходной Дн оцинкованный,"Тройники стальные марки Тройник стальной переходной Дн оцинкованный, размер 89",89,679,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн оцинкованный;89,Тройник стальной переходной Дн оцинкованный,89,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн оцинкованный,Тройники стальные 89 Тройник стальной переходной Дн оцинкованный,"Тройники стальные марки Тройник стальной переходной Дн оцинкованный, размер 89",89,709,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн оцинкованный;89,Тройник стальной переходной Дн оцинкованный,89,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн оцинкованный,Тройники стальные 108 Тройник стальной переходной Дн оцинкованный,"Тройники стальные марки Тройник стальной переходной Дн оцинкованный, размер 108",108,1099,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн оцинкованный;108,Тройник стальной переходной Дн оцинкованный,108,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн оцинкованный,Тройники стальные 108 Тройник стальной переходной Дн оцинкованный,"Тройники стальные марки Тройник стальной переходной Дн оцинкованный, размер 108",108,1147,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн оцинкованный;108,Тройник стальной переходной Дн оцинкованный,108,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн оцинкованный,Тройники стальные 133 Тройник стальной переходной Дн оцинкованный,"Тройники стальные марки Тройник стальной переходной Дн оцинкованный, размер 133",133,1795,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн оцинкованный;133,Тройник стальной переходной Дн оцинкованный,133,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн оцинкованный,Тройники стальные 159 Тройник стальной переходной Дн оцинкованный,"Тройники стальные марки Тройник стальной переходной Дн оцинкованный, размер 159",159,2599,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн оцинкованный;159,Тройник стальной переходной Дн оцинкованный,159,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн оцинкованный,Тройники стальные 219 Тройник стальной переходной Дн оцинкованный,"Тройники стальные марки Тройник стальной переходной Дн оцинкованный, размер 219",219,4968,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн оцинкованный;219,Тройник стальной переходной Дн оцинкованный,219,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной переходной Дн оцинкованный,Тройники стальные 219 Тройник стальной переходной Дн оцинкованный,"Тройники стальные марки Тройник стальной переходной Дн оцинкованный, размер 219",219,5595,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной переходной дн оцинкованный;219,Тройник стальной переходной Дн оцинкованный,219,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной равнопроходной Дн без покрытия,Тройники стальные 21.3 Тройник стальной равнопроходной Дн без покрытия,"Тройники стальные марки Тройник стальной равнопроходной Дн без покрытия, размер 21.3",21.3,150,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной равнопроходной дн без покрытия;21;3,Тройник стальной равнопроходной Дн без покрытия,21.3,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной равнопроходной Дн без покрытия,Тройники стальные 26.9 Тройник стальной равнопроходной Дн без покрытия,"Тройники стальные марки Тройник стальной равнопроходной Дн без покрытия, размер 26.9",26.9,169,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной равнопроходной дн без покрытия;26;9,Тройник стальной равнопроходной Дн без покрытия,26.9,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной равнопроходной Дн без покрытия,Тройники стальные 33.7 Тройник стальной равнопроходной Дн без покрытия,"Тройники стальные марки Тройник стальной равнопроходной Дн без покрытия, размер 33.7",33.7,195,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной равнопроходной дн без покрытия;33;7,Тройник стальной равнопроходной Дн без покрытия,33.7,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной равнопроходной Дн без покрытия,Тройники стальные 42.4 Тройник стальной равнопроходной Дн без покрытия,"Тройники стальные марки Тройник стальной равнопроходной Дн без покрытия, размер 42.4",42.4,323,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной равнопроходной дн без покрытия;42;4,Тройник стальной равнопроходной Дн без покрытия,42.4,,шт
Детали трубопроводов,Тройники стальные,Тройник стальной равнопроходной Дн без покрытия,Тройники стальные 45 Тройник стальной равнопроходной Дн без покрытия,"Тройники стальные марки Тройник стальной равнопроходной Дн без покрытия, размер 45",45,395,шт,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TROI_NIKI_STALNYE/img.jpg,качественные стали;тройники стальные;тройник стальной равнопроходной дн без покрытия;45,Тройник стальной равнопроходной Дн без покрытия,45,,шт
